Name,Birth/death dates,File name,century
Yehuda Halevi,c. 1085–1141,Yehuda_Halevi.txt,12
Yeshayahu Leibowitz,1903–1994,Yeshayahu_Leibowitz.txt,20
Yi Hwang,1501–1570,Yi_Hwang.txt,16
Yi I,1536–1584,Yi_I.txt,16
Yohanan ben Isaac Alemanno,1433–1504,Yohanan_ben_Isaac_Alemanno.txt,15
Zeami Motokiyo,c. 1363 – c. 1443,Zeami_Motokiyo.txt,15
Zeno of Citium,333–264 BC,Zeno_of_Citium.txt,-3
Zeno of Elea,c. 495 – c. 430 BC,Zeno_of_Elea.txt,-5
Zeno of Sidon,1st century BC,Zeno_of_Sidon.txt,-1
Zeno of Tarsus,fl. 200 BC,Zeno_of_Tarsus.txt,-3
Zhiyi,538–597,Zhiyi.txt,6
Zhou Guoping,born 1945,Zhou_Guoping.txt,20
Zhu Xi,1130–1200,Zhu_Xi.txt,12
Zhuang Zhou,circa 300 BC,Zhuang_Zhou.txt,-4
Zongmi,780–841,Zongmi.txt,9
Zou Yan,3rd century BC,Zou_Yan.txt,-3
al-Tawhidi,c. 930 – 1023,al-Tawhidi.txt,10
Ágnes Heller,1929–2019,Ágnes_Heller.txt,20
Álvaro Vieira Pinto,1909–1987,Álvaro_Vieira_Pinto.txt,20
Ángel Cappelletti,1927–1995,Ángel_Cappelletti.txt,20
Émile Durkheim,1858–1917,Émile_Durkheim.txt,19
Émile Littré,1801–1881,Émile_Littré.txt,19
Émile Saisset,1814–1863,Émile_Saisset.txt,19
Émilie du Châtelet,1706–1749,Émilie_du_Châtelet.txt,18
Éric Weil,1904–1977,Éric_Weil.txt,20
Étienne Balibar,born 1942,Étienne_Balibar.txt,20
Étienne Bonnot de Condillac,1715–1780,Étienne_Bonnot_de_Condillac.txt,18
Étienne Gilson,1884–1978,Étienne_Gilson.txt,20
Śāntarakṣita,725–788,Śāntarakṣita.txt,8
