Name,Birth/death dates,File name,Category,Field
Vital Du Four,1260–1327,Vital_Du_Four.txt,Scholastic philosophers,
Vladimir Jankélévitch,1903–1985,Vladimir_Jankélévitch.txt,Jewish philosophers,
Vladimir Lenin,1870–1924,Vladimir_Lenin.txt,Political philosophers,
Vladimir Solovyov (philosopher),1853–1900,Vladimir_Solovyov_(philosopher).txt,Philosophers of mind,Philosophers of mind
Voltaire,1694–1778,Voltaire.txt,Epistemologists,Philosophers of mind
Vyacheslav Ivanov (poet),1866–1949,Vyacheslav_Ivanov_(poet).txt,Catholic philosophers,
W. E. B. Du Bois,1868–1963,W._E._B._Du_Bois.txt,American male non-fiction writers,
W. V. O. Quine,1908–2000,W._V._O._Quine.txt,Epistemologists,Philosophers of mind
Walter Benjamin,1892–1940,Walter_Benjamin.txt,Epistemologists,Philosophers of culture
Walter Burley,c. 1275–c. 1345,Walter_Burley.txt,English philosophers,
Walter Charleton,1619–1707,Walter_Charleton.txt,English philosophers,
Walter Chatton,1290–1343,Walter_Chatton.txt,13th-century philosophers,
Walter Kaufmann (philosopher),1921–1980,Walter_Kaufmann_(philosopher).txt,Epistemologists,Philosophers of mind
Walter Pater,1839–1904,Walter_Pater.txt,English essayists,
Walter Terence Stace,1886–1967,Walter_Terence_Stace.txt,Epistemologists,Philosophers of time
Wang Bi,226–249,Wang_Bi.txt,Philosophers from Shandong,
Wang Ch'ung (philosopher),27–97,Wang_Ch'ung_(philosopher).txt,,
Wang Fuzhi,1619–1692,Wang_Fuzhi.txt,Chinese Confucianists,
Wang Yangming,1472–1529,Wang_Yangming.txt,Idealists,
Watsuji Tetsuro,1889–1960,Watsuji_Tetsuro.txt,Moral philosophers,Philosophers of religion
Weonhyo,617–686,Weonhyo.txt,Korean scholars of Buddhism,
Werner Heisenberg,1901–1976,Werner_Heisenberg.txt,Philosophers of science,Philosophers of science
Wesley Newcomb Hohfeld,1879–1918,Wesley_Newcomb_Hohfeld.txt,Philosophers of law,Philosophers of law
Wesley Salmon,1925–2001,Wesley_Salmon.txt,Philosophers of science,Philosophers of science
Wilfrid Sellars,1912–1989,Wilfrid_Sellars.txt,Epistemologists,
Wilhelm Dilthey,1833–1911,Wilhelm_Dilthey.txt,Epistemologists,Philosophers of science
Wilhelm Ostwald,1853–1932,Wilhelm_Ostwald.txt,Members of the Prussian Academy of Sciences,
Wilhelm Reich,1897–1957,Wilhelm_Reich.txt,Marxist theorists,Philosophers of psychology
Wilhelm Windelband,1848–1915,Wilhelm_Windelband.txt,Epistemologists,Philosophers of science
Wilhelm Wundt,1832–1920,Wilhelm_Wundt.txt,Philosophers of science,Philosophers of science
Wilhelm von Humboldt,1767–1835,Wilhelm_von_Humboldt.txt,Epistemologists,Philosophers of mind
Will Durant,1885–1981,Will_Durant.txt,Epistemologists,Philosophers of science
William Alston,1921–2009,William_Alston.txt,Epistemologists,Philosophers of language
William Blackstone,1723–1780,William_Blackstone.txt,Knights Bachelor,
William Blake,1757–1827,William_Blake.txt,Critics of religions,
William Chillingworth,1602–1644,William_Chillingworth.txt,17th-century English writers,
William Crathorn,14th century,William_Crathorn.txt,Epistemologists,Philosophers of language
William David Ross,1877–1971,William_David_Ross.txt,Moral philosophers,Philosophers of ethics and morality
William Ellery Channing,1780–1842,William_Ellery_Channing.txt,Fellows of the American Academy of Arts and Sciences,
William Ernest Hocking,1873–1966,William_Ernest_Hocking.txt,Harvard University alumni,
William Ernest Johnson,1858–1931,William_Ernest_Johnson.txt,British logicians,
William Godwin,1756–1836,William_Godwin.txt,Philosophy writers,
William Harvey,1578–1657,William_Harvey.txt,17th-century Latin-language writers,
William Hazlitt,1778–1830,William_Hazlitt.txt,English philosophers,
William James,1842–1910,William_James.txt,Epistemologists,Philosophers of mind
William K. Frankena,1908–1994,William_K._Frankena.txt,Analytic philosophers,
William Kingdon Clifford,1845–1879,William_Kingdon_Clifford.txt,Fellows of the Royal Society,
William Kneale (logician),1906–1990,William_Kneale_(logician).txt,Philosophers of science,Philosophers of science
William Law,1686–1761,William_Law.txt,Anglican saints,
William Lycan,born 1945,William_Lycan.txt,Metaphysicians,Philosophers of language
William McDougall (psychologist),1871–1938,William_McDougall_(psychologist).txt,Fellows of the Royal Society,
William Paley,1743–1805,William_Paley.txt,Philosophers of religion,Philosophers of religion
William Pepperell Montague,1873–1953,William_Pepperell_Montague.txt,20th-century American philosophers,
William Ralph Inge,1860–1954,William_Ralph_Inge.txt,Presidents of the Aristotelian Society,
William Ritchie Sorley,1855–1935,William_Ritchie_Sorley.txt,Fellows of the British Academy,
William S. Sahakian,1922–1986,William_S._Sahakian.txt,Harvard University alumni,
William Stanley Jevons,1835–1882,William_Stanley_Jevons.txt,English philosophers,
William Temple (archbishop),1881–1944,William_Temple_(archbishop).txt,Anglican saints,
William Thompson (Cork),1775–1833,William_Thompson_(Cork).txt,19th-century philosophers,
William Torrey Harris,1835–1909,William_Torrey_Harris.txt,19th-century American philosophers,
William Whewell,1794–1866,William_Whewell.txt,Philosophers of science,Philosophers of science
William Wollaston,1659–1724,William_Wollaston.txt,Philosophers of religion,Philosophers of religion
William of Alnwick,1270–1333,William_of_Alnwick.txt,English philosophers,
"William of Auvergne, Bishop of Paris",1180–1249,"William_of_Auvergne,_Bishop_of_Paris.txt",Scholastic philosophers,
William of Auxerre,died 1231,William_of_Auxerre.txt,Scholastic philosophers,
William of Champeaux,c. 1070 – 1121,William_of_Champeaux.txt,Scholastic philosophers,
William of Conches,c. 1080 – 1154,William_of_Conches.txt,Scholastic philosophers,
William of Heytesbury,1313–1373,William_of_Heytesbury.txt,Scholastic philosophers,
William of Moerbeke,c. 1215 – 1286,William_of_Moerbeke.txt,13th-century Latin writers,
William of Ockham,c. 1285–1349,William_of_Ockham.txt,Philosophers of language,Philosophers of language
William of Shyreswood,1190–1249,William_of_Shyreswood.txt,Scholastic philosophers,
Wladyslaw Tatarkiewicz,1886–1980,Wladyslaw_Tatarkiewicz.txt,,
Wolfgang Köhler,1887–1967,Wolfgang_Köhler.txt,20th-century psychologists,
Wolfhart Pannenberg,1928–2014,Wolfhart_Pannenberg.txt,German male non-fiction writers,
Wonchuk,613–696,Wonchuk.txt,Korean scholars of Buddhism,
Woo Tsin-hang,1865–1953,Woo_Tsin-hang.txt,Alumni of the University of Edinburgh,
Xavier Zubiri,1889–1983,Xavier_Zubiri.txt,Catholic philosophers,
Xenocrates,396–314 BC,Xenocrates.txt,4th-century BC philosophers,
Xenophon,427–355 BC,Xenophon.txt,Social philosophers,
Xu Xing (philosopher),c. 300 BC,Xu_Xing_(philosopher).txt,Political philosophers,
Xun Zi,c. 310–237 BC,Xun_Zi.txt,Philosophers of language,Philosophers of language
Yahya ibn Adi,893–974,Yahya_ibn_Adi.txt,Aristotelian philosophers,
Yajnavalkya,c. 1800 BC,Yajnavalkya.txt,Philosophers of love,Philosophers of love
Yan Yuan (Qing dynasty),1635–1704,Yan_Yuan_(Qing_dynasty).txt,Chinese Confucianists,
Yang Chu,370–319 BC,Yang_Chu.txt,Atheist philosophers,
Yang Xiong (author),''or Yang Hsiung'',Yang_Xiong_(author).txt,Han dynasty philosophers,
Yehuda Halevi,c. 1085–1141,Yehuda_Halevi.txt,Philosophers of Judaism,Philosophers of Judaism
Yeshayahu Leibowitz,1903–1994,Yeshayahu_Leibowitz.txt,Jewish philosophers,Philosophers of Judaism
Yi Hwang,1501–1570,Yi_Hwang.txt,1501 births,
Yi I,1536–1584,Yi_I.txt,1536 births,
Yohanan ben Isaac Alemanno,1433–1504,Yohanan_ben_Isaac_Alemanno.txt,Jewish philosophers,
Zeami Motokiyo,c. 1363 – c. 1443,Zeami_Motokiyo.txt,Philosophers of art,Philosophers of art
Zeno of Citium,333–264 BC,Zeno_of_Citium.txt,Epistemologists,Philosophers of mind
Zeno of Elea,c. 495 – c. 430 BC,Zeno_of_Elea.txt,Epistemologists,Philosophers of science
Zeno of Sidon,1st century BC,Zeno_of_Sidon.txt,1st-century BC philosophers,
Zeno of Tarsus,fl. 200 BC,Zeno_of_Tarsus.txt,3rd-century BC philosophers,
Zhiyi,538–597,Zhiyi.txt,Chinese scholars of Buddhism,
Zhou Guoping,born 1945,Zhou_Guoping.txt,1945 births,
Zhu Xi,1130–1200,Zhu_Xi.txt,Chinese Confucianists,
Zhuang Zhou,circa 300 BC,Zhuang_Zhou.txt,Moral philosophers,Philosophers of science
Zongmi,780–841,Zongmi.txt,Chinese scholars of Buddhism,
Zou Yan,3rd century BC,Zou_Yan.txt,Zhou dynasty philosophers,
al-Tawhidi,c. 930 – 1023,al-Tawhidi.txt,Islamic philosophers,
Ágnes Heller,1929–2019,Ágnes_Heller.txt,Jewish philosophers,
Álvaro Vieira Pinto,1909–1987,Álvaro_Vieira_Pinto.txt,1909 births,
Ángel Cappelletti,1927–1995,Ángel_Cappelletti.txt,20th-century historians,
Émile Durkheim,1858–1917,Émile_Durkheim.txt,Epistemologists,Philosophers of culture
Émile Littré,1801–1881,Émile_Littré.txt,French male non-fiction writers,
Émile Saisset,1814–1863,Émile_Saisset.txt,French male non-fiction writers,
Émilie du Châtelet,1706–1749,Émilie_du_Châtelet.txt,18th-century philosophers,
Éric Weil,1904–1977,Éric_Weil.txt,Jewish philosophers,
Étienne Balibar,born 1942,Étienne_Balibar.txt,Continental philosophers,
Étienne Bonnot de Condillac,1715–1780,Étienne_Bonnot_de_Condillac.txt,Epistemologists,Philosophers of mind
Étienne Gilson,1884–1978,Étienne_Gilson.txt,Epistemologists,Philosophers of culture
Śāntarakṣita,725–788,Śāntarakṣita.txt,Indian scholars of Buddhism,
